"","ID","PREMIUM","TIV","BLDG_LIMIT","DED","POSTALCODE","CITY","DISTRICT","COUNTYCODE","COUNTY","STATECODE","STATE","CRESTA","SUBCRESTA","COUNTRY","LATITUDE","LONGITUDE","ADDRMATCH","NUMBLDGS","BLDGSCHEME","BLDGCLASS","OCCSCHEME","OCCTYPE","NUMSTORIES","YEARBUILT","ELEVATION","DISTCOAST","WINDPOOL","NFIP_RATE","NFIPYEAR","ROOFSYS","ROOFGEOM","ROOFANCH","ROOFAGE","CLADSYS","FRAMEBOLT","CLADDING","EQSLINS","LANDSLIDE","LANDCOV","LIQUEFACT","LIQUECOV","SOILTYPE","SOILCOV","SOILPERIOD","SOILTHICKNESS","dis_min","wind_min","wind_speed","Loss"
"2523","F134559",8020,1553327,1054878,0,"75062","IRVING","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.851909,-96.992877,2,"1","RMS","2B3","ATC",8,1,"1990","492.720001220703","239.370986938477","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",963.981044217885,103.59,35,-8020
"2524","A1345615",1856,289597,244147,1856,"75701","TYLER","","423","SMITH COUNTY","TX","TEXAS","","","US",32.32643,-95.257382,2,"1","RMS","1","ATC",1,1,"1959","537.25","177.127914428711","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",863.922443840577,103.59,35,-3712
"2525","B134563",5000,1246501,657643,0,"79705","MIDLAND","","329","MIDLAND COUNTY","TX","TEXAS","","","US",32.032023,-102.125563,2,"1","RMS","2B3","ATC",8,1,"1990","2795.23999023438","399.941101074219","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1266.47195774053,103.59,35,-5000
"2526","F134573",250,452105,32480,0,"76015","ARLINGTON","","439","TARRANT COUNTY","TX","TEXAS","","","US",32.696842,-97.125432,2,"1","RMS","2B3","ATC",8,1,"1990","633.590026855469","233.360855102539","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",971.935022043121,103.59,35,-250
"2527","F134578",250,428436,6353,0,"75067","LEWISVILLE","","121","DENTON COUNTY","TX","TEXAS","","","US",33.029394,-96.995267,2,"1","RMS","2B3","ATC",8,1,"1990","507.100006103516","251.598297119141","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",963.98926915837,103.59,35,-250
"2528","A1345781",2594,427410,341176,2594,"76036","CROWLEY","","439","TARRANT COUNTY","TX","TEXAS","","19100","US",32.57092,-97.36929,2,"1","RMS","1","ATC",1,1,"2006","742.570007324219","234.216186523438","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",986.431569189063,103.59,35,-5188
"2530","F134580",7200,1373902,947006,0,"78217","SAN ANTONIO","","029","BEXAR COUNTY","TX","TEXAS","","","US",29.56116,-98.392729,2,"1","RMS","2B3","ATC",8,1,"1990","825.419982910156","117.602462768555","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1061.21434758652,109.345,35,-7200
"2531","A1345867",600,162016,78917,1000,"75217","DALLAS","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.73885,-96.697127,2,"1","RMS","1","ATC",1,1,"1955","493.179992675781","225.380783081055","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",946.937672638808,103.59,35,-1600
"2532","B134594",250,499563,16824,0,"78681","ROUND ROCK","","491","WILLIAMSON COUNTY","TX","TEXAS","","12420","US",30.5186,-97.68928,2,"1","RMS","2B3","ATC",8,1,"1990","737.669982910156","140.289276123047","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1013.51332950162,109.345,35,-250
"2533","F134597",671,609538,88240,0,"78155","SEGUIN","","187","GUADALUPE COUNTY","TX","TEXAS","","41700","US",29.56888,-97.94275,2,"1","RMS","2B3","ATC",8,1,"1990","529.090026855469","97.3884887695313","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1034.26116963051,109.345,35,-671
"2535","F134603",250,408556,7622,0,"75067","PARIS","","277","LAMAR COUNTY","TX","TEXAS","","37580","US",33.66109,-95.51091,2,"1","RMS","2B3","ATC",8,1,"1990","553.789978027344","268.242126464844","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",879.395767242522,103.59,35,-250
"2536","A1346041",1060,227139,139420,5300,"76001","ARLINGTON","","439","TARRANT COUNTY","TX","TEXAS","","","US",32.646703,-97.164783,2,"1","RMS","1","ATC",1,1,"1984","633.590026855469","233.360855102539","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",974.332151295112,103.59,35,-6360
"2537","B134606",250,443161,3150,0,"76021","BEDFORD","","439","TARRANT COUNTY","TX","TEXAS","","19100","US",32.85235,-97.1345,2,"1","RMS","2B3","ATC",8,1,"1990","587.349975585938","245.099411010742","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",972.210516352308,103.59,35,-250
"2539","F134608",250,492747,2148,0,"78040","LAREDO","","479","WEBB COUNTY","TX","TEXAS","","29700","US",27.51691,-99.49514,2,"1","RMS","2B3","ATC",8,1,"1990","456.260009765625","105.79606628418","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1152.51621200312,109.345,35,-250
"2540","F134609",250,450716,18610,0,"78840","DEL RIO","","465","VAL VERDE COUNTY","TX","TEXAS","","","US",29.379311,-100.903426,2,"1","RMS","2B3","ATC",8,1,"1990","903.219970703125","232.081634521484","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1212.81852716435,109.345,35,-250
"2541","A1346213",1362,267304,179109,1362,"75189","ROYSE CITY","","397","ROCKWALL COUNTY","TX","TEXAS","","","US",32.967127,-96.383687,2,"1","RMS","1","ATC",1,1,"1970","554.109985351563","231.545989990234","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",928.518894590489,103.59,35,-2724
"2542","F134628",250,426374,17397,0,"75056","THE COLONY","","121","DENTON COUNTY","TX","TEXAS","","19100","US",33.08081,-96.89238,2,"1","RMS","2B3","ATC",8,1,"1983","613.559997558594","249.042297363281","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",958.015629541334,103.59,35,-250
"2543","B134630",1341,667061,176439,0,"78644","LOCKHART","","055","CALDWELL COUNTY","TX","TEXAS","","12420","US",29.87065,-97.66855,2,"1","RMS","2B3","ATC",8,1,"1958","530.72998046875","99.096076965332","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1015.6491099125,109.345,35,-1341
"2545","B134642",310,428364,40787,0,"75652","HENDERSON","","401","RUSK COUNTY","TX","TEXAS","","30980","US",32.13181,-94.80479,2,"1","RMS","2B3","ATC",8,1,"1990","463.350006103516","161.374725341797","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",838.128667312695,103.59,35,-310
"2547","B134646",297,521472,39088,0,"78801","UVALDE","","463","UVALDE COUNTY","TX","TEXAS","","46620","US",29.21024,-99.78485,2,"1","RMS","2B3","ATC",8,1,"1990","979.530029296875","165.627075195313","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1147.58267094698,109.345,35,-297
"2548","A1346568",500,153960,65764,1000,"75474","QUINLAN","","231","HUNT COUNTY","TX","TEXAS","","","US",32.887792,-96.082686,2,"1","RMS","1","ATC",1,1,"1977","466.100006103516","219.707534790039","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",911.065432644364,103.59,35,-1500
"2549","F134658",4902,1125405,644719,0,"76067","MINERAL WELLS","","363","PALO PINTO COUNTY","TX","TEXAS","","33420","US",32.80925,-98.0825,2,"1","RMS","3","ATC",8,1,"2008","907.5","275.720336914063","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1027.37679844586,103.59,35,-4902
"2551","A1346678",1890,337407,248542,1890,"78665","ROUND ROCK","","491","WILLIAMSON COUNTY","TX","TEXAS","","","US",30.496714,-97.637453,2,"1","RMS","1","ATC",1,1,"2000","770","134.119247436523","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1010.51087608727,109.345,35,-3780
"2554","F134693",250,459317,25577,0,"25177","SAINT ALBANS","","039","KANAWHA COUNTY","WV","WEST VIRGINIA","","16620","US",38.38816,-81.82846,2,"1","RMS","2B3","ATC",8,1,"1970","633.02001953125","261.739562988281","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",376.631220191078,74.815,35,-250
"2556","A1346957",2059,358476,270757,2059,"76205","DENTON","","121","DENTON COUNTY","TX","TEXAS","","","US",33.19124,-97.116488,2,"1","RMS","1","ATC",1,1,"1981","653.460021972656","263.080322265625","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",971.022041791934,103.59,35,-4118
"2557","D1347",2500,506385,328822,1250,"773391339","KINGWOOD","","201","HARRIS COUNTY","TX","TEXAS","","26420","US",30.06877,-95.19564,2,"1","RMS","1","ATC",1,1,"9999","74.2099984884262","21.493839263916","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",866.809890222877,109.345,35,-3750
"2559","B134702",6568,1328228,863826,0.02,"32808","ORLANDO","","095","ORANGE COUNTY","FL","FLORIDA","","","US",28.552871,-81.46176,2,"1","RMS","2B3","ATC",8,1,"1990","124.099998474121","39.9892387390137","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",82.6034331426777,120.855,35,-6568.02
"2560","F134703",486,474275,63893,0.02,"34741","KISSIMMEE","","097","OSCEOLA COUNTY","FL","FLORIDA","","36740","US",28.30388,-81.41635,2,"1","RMS","2B3","ATC",8,1,"1969","68.5599975585938","41.1109313964844","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",86.615873449574,120.855,35,-486.02
"2561","A1347030",1120,233546,147312,1120,"75071","MCKINNEY","","085","COLLIN COUNTY","TX","TEXAS","","","US",33.205903,-96.647227,2,"1","RMS","1","ATC",1,1,"2005","628.809997558594","257.031219482422","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",943.864983340277,103.59,35,-2240
"2563","A1347082",1421,232849,186894,1421,"75234","FARMERS BRANCH","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.946094,-96.886135,2,"1","RMS","1","ATC",1,1,"1967","569.090026855469","242.840072631836","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",957.695682427216,103.59,35,-2842
"2564","F134729",295,232991,38813,0.02,"33823","AUBURNDALE","","105","POLK COUNTY","FL","FLORIDA","","29460","US",28.06207,-81.7755,2,"1","RMS","2B3","ATC",8,1,"1990","151.360000610352","39.8860816955566","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",108.746621056017,120.855,35,-295.02
"2567","B134732",7506,1484686,987244,0.02,"32091","STARKE","","007","BRADFORD COUNTY","FL","FLORIDA","","","US",29.96168,-82.10551,2,"1","RMS","2B3","ATC",8,1,"1990","154.190002441406","47.784049987793","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",85.7442246444462,109.345,35,-7506.02
"2568","F13474",326771,18507163,17191875,0,"19013","CHESTER","","045","DELAWARE COUNTY","PA","PENNSYLVANIA","","37980","US",39.86702,-75.3672,2,"1","RMS","0","NAICS",611310,1,"1966","86.9700012207031","14.3987998962402","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",335.576531596777,74.815,35,-326771
"2569","A1347522",950,211186,124952,1000,"76040","EULESS","","439","TARRANT COUNTY","TX","TEXAS","","","US",32.833219,-97.084729,2,"1","RMS","1","ATC",1,1,"1968","554.159973144531","242.180114746094","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",969.342437333398,103.59,35,-1950
"2570","B134756",1801,665407,236932,0.02,"70764","PLAQUEMINE","","047","IBERVILLE PARISH","LA","LOUISIANA","","12940","US",30.27552,-91.23582,2,"1","RMS","2B3","ATC",8,1,"1978","22.5550003051758","43.1160316467285","0","0.200000002980232","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",629.546901319974,109.345,35,-1801.02
"2572","F134763",8194,1463212,1077771,0.02,"28328","CLINTON","","163","SAMPSON COUNTY","NC","NORTH CAROLINA",""," ","US",34.99188,-78.3552,2,"1","RMS","3","ATC",8,1,"1990","49.7999992370605","59.0900688171387","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",82.9355080020812,74.815,35,-8194.02
"2573","F134764",250,384811,3404,0.02,"27910","AHOSKIE","","091","HERTFORD COUNTY","NC","NORTH CAROLINA",""," ","US",36.27498,-76.97547,2,"1","RMS","2B3","ATC",8,1,"1970","52.3819999694824","21.9775295257568","0","0.100000001490116","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",142.064722018438,74.815,35,-250.02
"2574","A1347693",650,171897,85494,1000,"75495","VAN ALSTYNE","","181","GRAYSON COUNTY","TX","TEXAS","","43300","US",33.42503,-96.58139,2,"1","RMS","1","ATC",1,1,"1985","777.630004882813","267.906433105469","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940.3592949926,103.59,35,-1650
"2575","B134773",455,614803,59809,0.02,"77075","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","26420","US",29.62792,-95.23591,2,"1","RMS","2B3","ATC",8,1,"2010","42.6599998474121","12.222900390625","1","0.100000001490116","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",872.001255197096,109.345,35,-455.02
"2579","B134782",1184,598106,155748,0.02,"77039","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","26420","US",29.90267,-95.3134,2,"1","RMS","2B3","ATC",8,1,"1972","72.0299987792969","17.1754093170166","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",874.771691752158,109.345,35,-1184.02
"2582","A1347880",1087,227934,143015,1087,"76209","DENTON","","121","DENTON COUNTY","TX","TEXAS","","","US",33.22498,-97.098516,2,"1","RMS","3","ATC",1,1,"2001","605.75","266.517364501953","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",969.998189217173,103.59,35,-2174
"2583","B134789",250,497328,25899,0.02,"77301","CONROE","","339","MONTGOMERY COUNTY","TX","TEXAS","","26420","US",30.32947,-95.47576,2,"1","RMS","2B3","ATC",8,1,"1990","205.380004882813","45.0123596191406","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",882.360202958382,109.345,35,-250.02
"2586","A1347988",1580,255781,207865,1580,"75052","GRAND PRAIRIE","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.702341,-96.99181,2,"1","RMS","1","ATC",1,1,"1970","482.079986572266","233.322784423828","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",964.147850993518,103.59,35,-3160
"2587","A1348018",1200,247259,157834,1200,"75060","IRVING","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.795856,-96.929709,2,"1","RMS","1","ATC",1,1,"1991","482.079986572266","233.322784423828","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",960.381147246601,103.59,35,-2400
"2588","F134814",6800,1409489,894395,0.02,"77340","HUNTSVILLE","","471","WALKER COUNTY","TX","TEXAS","","","US",30.67226,-95.524853,5,"1","RMS","2B3","ATC",8,1,"1990","342.7891022","67.4830450951","0","0.1","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",884.285514084443,109.345,35,-6800.02
"2589","F134827",250,323174,9457,0.02,"77086","HOUSTON","","201","HARRIS COUNTY","TX","TEXAS","","26420","US",29.9291,-95.50573,2,"1","RMS","2B3","ATC",8,1,"1990","110.660003662109","28.9516296386719","0","0","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",886.103359624818,109.345,35,-250.02
"2590","A1348583",1201,246173,157978,1201,"75074","PLANO","","085","COLLIN COUNTY","TX","TEXAS","","","US",33.018941,-96.665931,2,"1","RMS","1","ATC",1,1,"1970","613.090026855469","244.278961181641","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",944.887607620594,103.59,35,-2402
"2591","F134865",7655,1512253,1006869,0.05,"78336","ARANSAS PASS","","409","SAN PATRICIO COUNTY","TX","TEXAS","","","US",27.924532,-97.173895,2,"1","RMS","2B3","ATC",8,1,"1990","9.49499988555908","2.67968857326402","1","0.100000001490116","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1007.68354787465,109.345,35,-7655.05
"2592","B134866",6494,1303938,854162,0.05,"77581","PEARLAND","","039","BRAZORIA COUNTY","TX","TEXAS","","26420","US",29.55943,-95.30332,2,"1","RMS","2B3","ATC",8,1,"2008","51.3689994812012","18.1251392364502","1","0.100000001490116","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",876.55802975529,109.345,35,-6494.05
"2595","B134883",8581,1540069,1128615,0.05,"23666","HAMPTON","","650","HAMPTON CITY","VA","VIRGINIA","","","US",37.035635,-76.413077,2,"1","RMS","2B3","ATC",8,1,"1990","15.2259998321533","2.70715832134117","0","0.100000001490116","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",165.032944011016,74.815,35,-8581.05
"2597","B134887",1525,589342,200580,0.05,"23434","SUFFOLK","","800","SUFFOLK CITY","VA","VIRGINIA","","47260","US",36.73919,-76.5688,2,"1","RMS","2B3","ATC",8,1,"1968","24.4540004730225","12.022910118103","0","0.100000001490116","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",151.589714867645,74.815,35,-1525.05
"2603","B134906",510,558201,67126,0.05,"33713","ST PETERSBURG","","103","PINELLAS COUNTY","FL","FLORIDA","","45300","US",27.79918,-82.67942,2,"1","RMS","2B3","ATC",8,1,"1956","52.1599998474121","3.37752894790015","0","0.100000001490116","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",166.007509674307,120.855,35,-510.05
"2606","A1349258",5278,780486,694252,5278,"76226","LANTANA","","121","DENTON COUNTY","TX","TEXAS","","","US",33.104823,-97.125236,2,"1","RMS","1","ATC",1,1,"2008","653.460021972656","263.080322265625","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",971.512489180245,103.59,35,-10556
"2608","A1349420",1844,340582,242510,1844,"75033","FRISCO","","121","DENTON COUNTY","TX","TEXAS","","","US",33.182757,-96.881304,2,"1","RMS","1","ATC",1,1,"2003","647.849975585938","255.280136108398","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",957.401154017633,103.59,35,-3688
"2611","A1349518",1350,223017,177568,1350,"79605","ABILENE","","441","TAYLOR COUNTY","TX","TEXAS","","","US",32.447759,-99.774574,2,"1","RMS","1","ATC",1,1,"1957","1723.71997070313","316.973449707031","0","0","1975","0","0","0","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1127.01565228069,103.59,35,-2700
"2612","A1349551",700,175169,92070,1000,"75050","GRAND PRAIRIE","","113","DALLAS COUNTY","TX","TEXAS","","","US",32.754132,-96.964406,2,"1","RMS","1","ATC",1,1,"1955","482.079986572266","233.322784423828","0","0","1975","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",962.462245721311,103.59,35,-1700
"2614","B134959",1929,700274,253708,0.05,"32097","YULEE","","089","NASSAU COUNTY","FL","FLORIDA","","27260","US",30.6225,-81.53475,2,"1","RMS","2B3","ATC",8,1,"2004","18.8880004882813","5.67240413201781","0","0.100000001490116","1975","4","2","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",57.7505734004843,109.345,35,-1929.05
